;Scopy version,438f138
;Exported on,Thursday September 25/09/2025
;Device,M2K
;Nr of samples,1600
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1348,0.0548,2.40534,-0.0597199
1349,0.0549,2.40534,-0.0597199
1350,0.055,2.40534,-0.0597199
1351,0.0551,2.40534,-0.0597199
1352,0.0552,2.40534,-0.0597199
1353,0.0553,2.40534,-0.0597199
1354,0.0554,2.40534,-0.0597199
1355,0.0555,2.40534,-0.0597199
1356,0.0556,2.40534,-0.0597199
1357,0.0557,2.40534,-0.0597199
1358,0.0558,2.40534,-0.0597199
1359,0.0559,2.40534,-0.0597199
1360,0.056,2.40534,-0.0597199
1361,0.0561,2.40534,-0.0597199
1362,0.0562,2.40534,-0.0597199
1363,0.0563,2.40534,-0.0597199
1364,0.0564,2.40534,-0.0597199
1365,0.0565,2.40534,-0.0597199
1366,0.0566,2.40534,-0.0597199
1367,0.0567,2.40534,-0.0597199
1368,0.0568,2.40534,-0.0597199
1369,0.0569,2.40534,-0.0597199
1370,0.057,2.40534,-0.0597199
1371,0.0571,2.40534,-0.0597199
1372,0.0572,2.40534,-0.0597199
1373,0.0573,2.40534,-0.0597199
1374,0.0574,2.40534,-0.0597199
1375,0.0575,2.40534,-0.0597199
1376,0.0576,2.40534,-0.0597199
1377,0.0577,2.40534,-0.0597199
1378,0.0578,2.40534,-0.0597199
1379,0.0579,2.40534,-0.0597199
1380,0.058,2.40534,-0.0597199
1381,0.0581,2.40534,-0.0597199
1382,0.0582,2.40534,-0.0597199
1383,0.0583,2.40534,-0.0597199
1384,0.0584,2.40534,-0.0597199
1385,0.0585,2.40534,-0.0597199
1386,0.0586,2.40534,-0.0597199
1387,0.0587,2.40534,-0.0597199
1388,0.0588,2.40534,-0.0597199
1389,0.0589,2.40534,-0.0597199
1390,0.059,2.40534,-0.0597199
1391,0.0591,2.40534,-0.0597199
1392,0.0592,2.40534,-0.0597199
1393,0.0593,2.40534,-0.0597199
1394,0.0594,2.40534,-0.0597199
1395,0.0595,2.40534,-0.0597199
1396,0.0596,2.40534,-0.0597199
1397,0.0597,2.40534,-0.0597199
1398,0.0598,2.40534,-0.0597199
1399,0.0599,2.40534,-0.0597199
1400,0.06,2.40534,-0.0597199
1401,0.0601,2.40534,-0.0597199
1402,0.0602,2.40534,-0.0597199
1403,0.0603,2.40534,-0.0597199
1404,0.0604,2.40534,-0.0597199
1405,0.0605,2.40534,-0.0597199
1406,0.0606,2.40534,-0.0597199
1407,0.0607,2.40534,-0.0597199
1408,0.0608,2.40534,-0.0597199
1409,0.0609,2.40534,-0.0597199
1410,0.061,2.40534,-0.0597199
1411,0.0611,2.40534,-0.0597199
1412,0.0612,2.40534,-0.0597199
1413,0.0613,2.40534,-0.0597199
1414,0.0614,2.40534,-0.0597199
1415,0.0615,2.40534,-0.0597199
1416,0.0616,2.40534,-0.0597199
1417,0.0617,2.40534,-0.0597199
1418,0.0618,2.40534,-0.0597199
1419,0.0619,2.40534,-0.0597199
1420,0.062,2.40534,-0.0597199
1421,0.0621,2.40534,-0.0597199
1422,0.0622,2.40534,-0.0597199
1423,0.0623,2.40534,-0.0597199
1424,0.0624,2.40534,-0.0597199
1425,0.0625,2.40534,-0.0597199
1426,0.0626,2.40534,-0.0597199
1427,0.0627,2.40534,-0.0597199
1428,0.0628,2.40534,-0.0597199
1429,0.0629,2.40534,-0.0597199
1430,0.063,2.40534,-0.0597199
1431,0.0631,2.40534,-0.0597199
1432,0.0632,2.40534,-0.0597199
1433,0.0633,2.40534,-0.0597199
1434,0.0634,2.40534,-0.0597199
1435,0.0635,2.40534,-0.0597199
1436,0.0636,2.40534,-0.0597199
1437,0.0637,2.40534,-0.0597199
1438,0.0638,2.40534,-0.0597199
1439,0.0639,2.40534,-0.0597199
1440,0.064,2.40534,-0.0597199
1441,0.0641,2.40534,-0.0597199
1442,0.0642,2.40534,-0.0597199
1443,0.0643,2.40534,-0.0597199
1444,0.0644,2.40534,-0.0597199
1445,0.0645,2.40534,-0.0597199
1446,0.0646,2.40534,-0.0597199
1447,0.0647,2.40534,-0.0597199
1448,0.0648,2.40534,-0.0597199
1449,0.0649,2.40534,-0.0597199
1450,0.065,2.40534,-0.0597199
1451,0.0651,2.40534,-0.0597199
1452,0.0652,2.40534,-0.0597199
1453,0.0653,2.40534,-0.0597199
1454,0.0654,2.40534,-0.0597199
1455,0.0655,2.40534,-0.0597199
1456,0.0656,2.40534,-0.0597199
1457,0.0657,2.40534,-0.0597199
1458,0.0658,2.40534,-0.0597199
1459,0.0659,2.40534,-0.0597199
1460,0.066,2.40534,-0.0597199
1461,0.0661,2.40534,-0.0597199
1462,0.0662,2.40534,-0.0597199
1463,0.0663,2.40534,-0.0597199
1464,0.0664,2.40534,-0.0597199
1465,0.0665,2.40534,-0.0597199
1466,0.0666,2.40534,-0.0597199
1467,0.0667,2.40534,-0.0597199
1468,0.0668,2.40534,-0.0597199
1469,0.0669,2.40534,-0.0597199
1470,0.067,2.40534,-0.0597199
1471,0.0671,2.40534,-0.0597199
1472,0.0672,2.40534,-0.0597199
1473,0.0673,2.40534,-0.0597199
1474,0.0674,2.40534,-0.0597199
1475,0.0675,2.40534,-0.0597199
1476,0.0676,2.40534,-0.0597199
1477,0.0677,2.40534,-0.0597199
1478,0.0678,2.40534,-0.0597199
1479,0.0679,2.40534,-0.0597199
1480,0.068,2.40534,-0.0597199
1481,0.0681,2.40534,-0.0597199
1482,0.0682,2.40534,-0.0597199
1483,0.0683,2.40534,-0.0597199
1484,0.0684,2.40534,-0.0597199
1485,0.0685,2.40534,-0.0597199
1486,0.0686,2.40534,-0.0597199
1487,0.0687,2.40534,-0.0597199
1488,0.0688,2.40534,-0.0597199
1489,0.0689,2.40534,-0.0597199
1490,0.069,2.40534,-0.0597199
1491,0.0691,2.40534,-0.0597199
1492,0.0692,2.40534,-0.0597199
1493,0.0693,2.40534,-0.0597199
1494,0.0694,2.40534,-0.0597199
1495,0.0695,2.40534,-0.0597199
1496,0.0696,2.40534,-0.0597199
1497,0.0697,2.40534,-0.0597199
1498,0.0698,2.40534,-0.0597199
1499,0.0699,2.40534,-0.0597199
1500,0.07,2.40534,-0.0597199
1501,0.0701,2.40534,-0.0597199
1502,0.0702,2.40534,-0.0597199
1503,0.0703,2.40534,-0.0597199
1504,0.0704,2.40534,-0.0597199
1505,0.0705,2.40534,-0.0597199
1506,0.0706,2.40534,-0.0597199
1507,0.0707,2.40534,-0.0597199
1508,0.0708,2.40534,-0.0597199
1509,0.0709,2.40534,-0.0597199
1510,0.071,2.40534,-0.0597199
1511,0.0711,2.40534,-0.0597199
1512,0.0712,2.40534,-0.0597199
1513,0.0713,2.40534,-0.0597199
1514,0.0714,2.40534,-0.0597199
1515,0.0715,2.40534,-0.0597199
1516,0.0716,2.40534,-0.0597199
1517,0.0717,2.40534,-0.0597199
1518,0.0718,2.40534,-0.0597199
1519,0.0719,2.40534,-0.0597199
1520,0.072,2.40534,-0.0597199
1521,0.0721,2.40534,-0.0597199
1522,0.0722,2.40534,-0.0597199
1523,0.0723,2.40534,-0.0597199
1524,0.0724,2.40534,-0.0597199
1525,0.0725,2.40534,-0.0597199
1526,0.0726,2.40534,-0.0597199
1527,0.0727,2.40534,-0.0597199
1528,0.0728,2.40534,-0.0597199
1529,0.0729,2.40534,-0.0597199
1530,0.073,2.40534,-0.0597199
1531,0.0731,2.40534,-0.0597199
1532,0.0732,2.40534,-0.0597199
1533,0.0733,2.40534,-0.0597199
1534,0.0734,2.40534,-0.0597199
1535,0.0735,2.40534,-0.0597199
1536,0.0736,2.40534,-0.0597199
1537,0.0737,2.40534,-0.0597199
1538,0.0738,2.40534,-0.0597199
1539,0.0739,2.40534,-0.0597199
1540,0.074,2.40534,-0.0597199
1541,0.0741,2.40534,-0.0597199
1542,0.0742,2.40534,-0.0597199
1543,0.0743,2.40534,-0.0597199
1544,0.0744,2.40534,-0.0597199
1545,0.0745,2.40534,-0.0597199
1546,0.0746,2.40534,-0.0597199
1547,0.0747,2.40534,-0.0597199
1548,0.0748,2.40534,-0.0597199
1549,0.0749,2.40534,-0.0597199
1550,0.075,2.40534,-0.0597199
1551,0.0751,2.35305,-0.0771499
1552,0.0752,1.18524,-1.2101
1553,0.0753,-2.87595,-3.58057
1554,0.0754,-2.54478,-1.94216
1555,0.0755,-2.56221,-1.2101
1556,0.0756,-2.56221,-0.722059
1557,0.0757,-2.56221,-0.460609
1558,0.0758,-2.56221,-0.321169
1559,0.0759,-2.56221,-0.18173
1560,0.076,-2.56221,-0.14687
1561,0.0761,-2.56221,-0.11201
1562,0.0762,-2.56221,-0.0945798
1563,0.0763,-2.56221,-0.0597199
1564,0.0764,-2.56221,-0.0771499
1565,0.0765,-2.56221,-0.0422899
1566,0.0766,-2.56221,-0.0597199
1567,0.0767,-2.56221,-0.0597199
1568,0.0768,-2.56221,-0.0597199
1569,0.0769,-2.56221,-0.0597199
1570,0.077,-2.56221,-0.0597199
1571,0.0771,-2.56221,-0.0597199
1572,0.0772,-2.56221,-0.0597199
1573,0.0773,-2.56221,-0.0597199
1574,0.0774,-2.56221,-0.0597199
1575,0.0775,-2.56221,-0.0597199
1576,0.0776,-2.56221,-0.0597199
1577,0.0777,-2.56221,-0.0597199
1578,0.0778,-2.56221,-0.0597199
1579,0.0779,-2.56221,-0.0597199
1580,0.078,-2.56221,-0.0597199
1581,0.0781,-2.56221,-0.0597199
1582,0.0782,-2.56221,-0.0597199
1583,0.0783,-2.56221,-0.0597199
1584,0.0784,-2.59707,-0.0597199
1585,0.0785,-2.57964,-0.0597199
1586,0.0786,-2.57964,-0.0597199
1587,0.0787,-2.57964,-0.0597199
1588,0.0788,-2.57964,-0.0597199
1589,0.0789,-2.57964,-0.0597199
1590,0.079,-2.57964,-0.0597199
1591,0.0791,-2.57964,-0.0597199
1592,0.0792,-2.57964,-0.0597199
1593,0.0793,-2.57964,-0.0597199
1594,0.0794,-2.57964,-0.0597199
1595,0.0795,-2.57964,-0.0597199
1596,0.0796,-2.57964,-0.0597199
1597,0.0797,-2.57964,-0.0597199
1598,0.0798,-2.57964,-0.0597199
1599,0.0799,-2.57964,-0.0597199
