;Scopy version,438f138
;Exported on,Thursday September 25/09/2025
;Device,M2K
;Nr of samples,1600
;Sample rate,10000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
657,-0.0143,-2.57964,-0.0597199
658,-0.0142,-2.57964,-0.0597199
659,-0.0141,-2.57964,-0.0597199
660,-0.014,-2.57964,-0.0597199
661,-0.0139,-2.57964,-0.0597199
662,-0.0138,-2.57964,-0.0597199
663,-0.0137,-2.57964,-0.0597199
664,-0.0136,-2.57964,-0.0597199
665,-0.0135,-2.57964,-0.0597199
666,-0.0134,-2.57964,-0.0597199
667,-0.0133,-2.57964,-0.0597199
668,-0.0132,-2.57964,-0.0597199
669,-0.0131,-2.57964,-0.0597199
670,-0.013,-2.57964,-0.0597199
671,-0.0129,-2.57964,-0.0597199
672,-0.0128,-2.57964,-0.0597199
673,-0.0127,-2.57964,-0.0597199
674,-0.0126,-2.57964,-0.0597199
675,-0.0125,-2.57964,-0.0597199
676,-0.0124,-2.57964,-0.0597199
677,-0.0123,-2.57964,-0.0597199
678,-0.0122,-2.57964,-0.0597199
679,-0.0121,-2.57964,-0.0597199
680,-0.012,-2.57964,-0.0597199
681,-0.0119,-2.57964,-0.0597199
682,-0.0118,-2.57964,-0.0597199
683,-0.0117,-2.57964,-0.0597199
684,-0.0116,-2.57964,-0.0597199
685,-0.0115,-2.57964,-0.0597199
686,-0.0114,-2.57964,-0.0597199
687,-0.0113,-2.57964,-0.0597199
688,-0.0112,-2.57964,-0.0597199
689,-0.0111,-2.57964,-0.0597199
690,-0.011,-2.57964,-0.0597199
691,-0.0109,-2.57964,-0.0597199
692,-0.0108,-2.57964,-0.0597199
693,-0.0107,-2.57964,-0.0597199
694,-0.0106,-2.57964,-0.0597199
695,-0.0105,-2.57964,-0.0597199
696,-0.0104,-2.57964,-0.0597199
697,-0.0103,-2.57964,-0.0597199
698,-0.0102,-2.57964,-0.0597199
699,-0.0101,-2.57964,-0.0597199
700,-0.01,-2.57964,-0.0597199
701,-0.0099,-2.57964,-0.0597199
702,-0.0098,-2.57964,-0.0597199
703,-0.0097,-2.57964,-0.0597199
704,-0.0096,-2.57964,-0.0597199
705,-0.0095,-2.57964,-0.0597199
706,-0.0094,-2.57964,-0.0597199
707,-0.0093,-2.57964,-0.0597199
708,-0.0092,-2.57964,-0.0597199
709,-0.0091,-2.57964,-0.0597199
710,-0.009,-2.57964,-0.0597199
711,-0.0089,-2.57964,-0.0597199
712,-0.0088,-2.57964,-0.0597199
713,-0.0087,-2.57964,-0.0597199
714,-0.0086,-2.57964,-0.0597199
715,-0.0085,-2.57964,-0.0597199
716,-0.0084,-2.57964,-0.0597199
717,-0.0083,-2.57964,-0.0597199
718,-0.0082,-2.57964,-0.0597199
719,-0.0081,-2.57964,-0.0597199
720,-0.008,-2.57964,-0.0597199
721,-0.0079,-2.57964,-0.0597199
722,-0.0078,-2.57964,-0.0597199
723,-0.0077,-2.57964,-0.0597199
724,-0.0076,-2.57964,-0.0597199
725,-0.0075,-2.57964,-0.0597199
726,-0.0074,-2.57964,-0.0597199
727,-0.0073,-2.57964,-0.0597199
728,-0.0072,-2.57964,-0.0597199
729,-0.0071,-2.57964,-0.0597199
730,-0.007,-2.57964,-0.0597199
731,-0.0069,-2.57964,-0.0597199
732,-0.0068,-2.57964,-0.0597199
733,-0.0067,-2.57964,-0.0597199
734,-0.0066,-2.57964,-0.0597199
735,-0.0065,-2.57964,-0.0597199
736,-0.0064,-2.57964,-0.0597199
737,-0.0063,-2.57964,-0.0597199
738,-0.0062,-2.57964,-0.0597199
739,-0.0061,-2.57964,-0.0597199
740,-0.006,-2.57964,-0.0597199
741,-0.0059,-2.57964,-0.0597199
742,-0.0058,-2.57964,-0.0597199
743,-0.0057,-2.57964,-0.0597199
744,-0.0056,-2.57964,-0.0597199
745,-0.0055,-2.57964,-0.0597199
746,-0.0054,-2.57964,-0.0597199
747,-0.0053,-2.57964,-0.0597199
748,-0.0052,-2.57964,-0.0597199
749,-0.0051,-2.57964,-0.0597199
750,-0.005,-2.57964,-0.0597199
751,-0.0049,-2.57964,-0.0597199
752,-0.0048,-2.57964,-0.0597199
753,-0.0047,-2.57964,-0.0597199
754,-0.0046,-2.57964,-0.0597199
755,-0.0045,-2.57964,-0.0597199
756,-0.0044,-2.57964,-0.0597199
757,-0.0043,-2.57964,-0.0597199
758,-0.0042,-2.57964,-0.0597199
759,-0.0041,-2.57964,-0.0597199
760,-0.004,-2.57964,-0.0597199
761,-0.0039,-2.57964,-0.0597199
762,-0.0038,-2.57964,-0.0597199
763,-0.0037,-2.57964,-0.0597199
764,-0.0036,-2.57964,-0.0597199
765,-0.0035,-2.57964,-0.0597199
766,-0.0034,-2.57964,-0.0597199
767,-0.0033,-2.57964,-0.0597199
768,-0.0032,-2.57964,-0.0597199
769,-0.0031,-2.57964,-0.0597199
770,-0.003,-2.57964,-0.0597199
771,-0.0029,-2.57964,-0.0597199
772,-0.0028,-2.57964,-0.0597199
773,-0.0027,-2.57964,-0.0597199
774,-0.0026,-2.57964,-0.0597199
775,-0.0025,-2.57964,-0.0597199
776,-0.0024,-2.57964,-0.0597199
777,-0.0023,-2.57964,-0.0597199
778,-0.0022,-2.57964,-0.0597199
779,-0.0021,-2.57964,-0.0597199
780,-0.002,-2.57964,-0.0597199
781,-0.0019,-2.57964,-0.0597199
782,-0.0018,-2.57964,-0.0597199
783,-0.0017,-2.57964,-0.0597199
784,-0.0016,-2.57964,-0.0597199
785,-0.0015,-2.57964,-0.0597199
786,-0.0014,-2.57964,-0.0597199
787,-0.0013,-2.57964,-0.0597199
788,-0.0012,-2.57964,-0.0597199
789,-0.0011,-2.57964,-0.0597199
790,-0.001,-2.57964,-0.0597199
791,-0.0009,-2.57964,-0.0597199
792,-0.0008,-2.57964,-0.0597199
793,-0.0007,-2.57964,-0.0597199
794,-0.0006,-2.57964,-0.0597199
795,-0.0005,-2.57964,-0.0597199
796,-0.0004,-2.57964,-0.0597199
797,-0.0003,-2.57964,-0.0597199
798,-0.0002,-2.57964,-0.0597199
799,-0.0001,-2.57964,-0.0597199
800,0,-2.57964,-0.0422899
801,0.0001,-2.52735,-0.0248599
802,0.0002,-1.34211,1.14295
803,0.0003,2.71908,3.47856
804,0.0004,2.37048,1.85758
805,0.0005,2.38791,1.10809
806,0.0006,2.38791,0.672339
807,0.0007,2.38791,0.393459
808,0.0008,2.38791,0.21916
809,0.0009,2.38791,0.11458
810,0.001,2.38791,0.0622899
811,0.0011,2.38791,0.0448599
812,0.0012,2.38791,0.01
813,0.0013,2.38791,0.01
814,0.0014,2.38791,-0.0422899
815,0.0015,2.38791,-0.0422899
816,0.0016,2.38791,-0.0422899
817,0.0017,2.38791,-0.0422899
818,0.0018,2.38791,-0.0422899
819,0.0019,2.38791,-0.0597199
820,0.002,2.38791,-0.0597199
821,0.0021,2.38791,-0.0597199
822,0.0022,2.38791,-0.0597199
823,0.0023,2.38791,-0.0597199
824,0.0024,2.38791,-0.0597199
825,0.0025,2.38791,-0.0597199
826,0.0026,2.38791,-0.0597199
827,0.0027,2.38791,-0.0597199
828,0.0028,2.38791,-0.0597199
829,0.0029,2.38791,-0.0597199
830,0.003,2.38791,-0.0597199
831,0.0031,2.38791,-0.0597199
832,0.0032,2.38791,-0.0597199
833,0.0033,2.38791,-0.0597199
834,0.0034,2.38791,-0.0597199
835,0.0035,2.38791,-0.0597199
836,0.0036,2.38791,-0.0597199
837,0.0037,2.38791,-0.0597199
838,0.0038,2.38791,-0.0597199
839,0.0039,2.38791,-0.0597199
840,0.004,2.38791,-0.0597199
841,0.0041,2.38791,-0.0597199
842,0.0042,2.38791,-0.0597199
843,0.0043,2.38791,-0.0597199
844,0.0044,2.40534,-0.0597199
845,0.0045,2.40534,-0.0597199
846,0.0046,2.40534,-0.0597199
847,0.0047,2.40534,-0.0597199
848,0.0048,2.42277,-0.0597199
849,0.0049,2.38791,-0.0597199
850,0.005,2.40534,-0.0597199
851,0.0051,2.40534,-0.0597199
852,0.0052,2.40534,-0.0597199
853,0.0053,2.40534,-0.0597199
854,0.0054,2.40534,-0.0597199
855,0.0055,2.40534,-0.0597199
856,0.0056,2.40534,-0.0597199
857,0.0057,2.40534,-0.0597199
858,0.0058,2.40534,-0.0597199
859,0.0059,2.40534,-0.0597199
860,0.006,2.40534,-0.0597199
861,0.0061,2.40534,-0.0597199
862,0.0062,2.40534,-0.0597199
863,0.0063,2.40534,-0.0597199
864,0.0064,2.40534,-0.0597199
865,0.0065,2.40534,-0.0597199
866,0.0066,2.40534,-0.0597199
867,0.0067,2.40534,-0.0597199
868,0.0068,2.40534,-0.0597199
869,0.0069,2.40534,-0.0597199
870,0.007,2.40534,-0.0597199
871,0.0071,2.40534,-0.0597199
872,0.0072,2.40534,-0.0597199
873,0.0073,2.40534,-0.0597199
874,0.0074,2.40534,-0.0597199
875,0.0075,2.40534,-0.0597199
876,0.0076,2.40534,-0.0597199
877,0.0077,2.40534,-0.0597199
878,0.0078,2.40534,-0.0597199
879,0.0079,2.40534,-0.0597199
880,0.008,2.40534,-0.0597199
881,0.0081,2.40534,-0.0597199
882,0.0082,2.40534,-0.0597199
883,0.0083,2.40534,-0.0597199
884,0.0084,2.40534,-0.0597199
885,0.0085,2.40534,-0.0597199
886,0.0086,2.40534,-0.0597199
887,0.0087,2.40534,-0.0597199
888,0.0088,2.40534,-0.0597199
889,0.0089,2.40534,-0.0597199
890,0.009,2.40534,-0.0597199
891,0.0091,2.40534,-0.0597199
892,0.0092,2.40534,-0.0597199
893,0.0093,2.40534,-0.0597199
894,0.0094,2.40534,-0.0597199
895,0.0095,2.40534,-0.0597199
896,0.0096,2.40534,-0.0597199
897,0.0097,2.40534,-0.0597199
898,0.0098,2.40534,-0.0597199
899,0.0099,2.40534,-0.0597199
900,0.01,2.40534,-0.0597199
901,0.0101,2.40534,-0.0597199
902,0.0102,2.40534,-0.0597199
903,0.0103,2.40534,-0.0597199
904,0.0104,2.40534,-0.0597199
905,0.0105,2.40534,-0.0597199
906,0.0106,2.40534,-0.0597199
907,0.0107,2.40534,-0.0597199
908,0.0108,2.40534,-0.0597199
909,0.0109,2.40534,-0.0597199
910,0.011,2.40534,-0.0597199
911,0.0111,2.40534,-0.0597199
912,0.0112,2.40534,-0.0597199
913,0.0113,2.40534,-0.0597199
914,0.0114,2.40534,-0.0597199
915,0.0115,2.40534,-0.0597199
916,0.0116,2.40534,-0.0597199
917,0.0117,2.40534,-0.0597199
918,0.0118,2.40534,-0.0597199
919,0.0119,2.40534,-0.0597199
920,0.012,2.40534,-0.0597199
921,0.0121,2.40534,-0.0597199
922,0.0122,2.40534,-0.0597199
923,0.0123,2.40534,-0.0597199
924,0.0124,2.40534,-0.0597199
925,0.0125,2.40534,-0.0597199
926,0.0126,2.40534,-0.0597199
927,0.0127,2.40534,-0.0597199
928,0.0128,2.40534,-0.0597199
929,0.0129,2.40534,-0.0597199
930,0.013,2.40534,-0.0597199
931,0.0131,2.40534,-0.0597199
932,0.0132,2.40534,-0.0597199
933,0.0133,2.40534,-0.0597199
934,0.0134,2.40534,-0.0597199
935,0.0135,2.40534,-0.0597199
936,0.0136,2.40534,-0.0597199
937,0.0137,2.40534,-0.0597199
938,0.0138,2.40534,-0.0597199
939,0.0139,2.40534,-0.0597199
940,0.014,2.40534,-0.0597199
941,0.0141,2.40534,-0.0597199
942,0.0142,2.40534,-0.0597199
943,0.0143,2.40534,-0.0597199
944,0.0144,2.40534,-0.0597199
945,0.0145,2.40534,-0.0597199
946,0.0146,2.40534,-0.0597199
947,0.0147,2.40534,-0.0597199
948,0.0148,2.40534,-0.0597199
949,0.0149,2.40534,-0.0597199
950,0.015,2.40534,-0.0597199
951,0.0151,2.40534,-0.0597199
952,0.0152,2.40534,-0.0597199
953,0.0153,2.40534,-0.0597199
954,0.0154,2.40534,-0.0597199
955,0.0155,2.40534,-0.0597199
956,0.0156,2.40534,-0.0597199
957,0.0157,2.40534,-0.0597199
958,0.0158,2.40534,-0.0597199
959,0.0159,2.40534,-0.0597199
960,0.016,2.40534,-0.0597199
961,0.0161,2.40534,-0.0597199
962,0.0162,2.40534,-0.0597199
963,0.0163,2.40534,-0.0597199
964,0.0164,2.40534,-0.0597199
965,0.0165,2.40534,-0.0597199
966,0.0166,2.40534,-0.0597199
967,0.0167,2.40534,-0.0597199
968,0.0168,2.40534,-0.0597199
969,0.0169,2.40534,-0.0597199
970,0.017,2.40534,-0.0597199
971,0.0171,2.40534,-0.0597199
972,0.0172,2.40534,-0.0597199
973,0.0173,2.40534,-0.0597199
974,0.0174,2.40534,-0.0597199
975,0.0175,2.40534,-0.0597199
976,0.0176,2.40534,-0.0597199
977,0.0177,2.40534,-0.0597199
978,0.0178,2.40534,-0.0597199
979,0.0179,2.40534,-0.0597199
980,0.018,2.40534,-0.0597199
981,0.0181,2.40534,-0.0597199
982,0.0182,2.40534,-0.0597199
983,0.0183,2.40534,-0.0597199
984,0.0184,2.40534,-0.0597199
985,0.0185,2.40534,-0.0597199
986,0.0186,2.40534,-0.0597199
987,0.0187,2.40534,-0.0597199
988,0.0188,2.40534,-0.0597199
989,0.0189,2.40534,-0.0597199
990,0.019,2.40534,-0.0597199
991,0.0191,2.40534,-0.0597199
992,0.0192,2.40534,-0.0597199
993,0.0193,2.40534,-0.0597199
994,0.0194,2.40534,-0.0597199
995,0.0195,2.40534,-0.0597199
996,0.0196,2.40534,-0.0597199
997,0.0197,2.40534,-0.0597199
998,0.0198,2.40534,-0.0597199
999,0.0199,2.40534,-0.0597199
1000,0.02,2.40534,-0.0597199
1001,0.0201,2.40534,-0.0597199
1002,0.0202,2.40534,-0.0597199
1003,0.0203,2.40534,-0.0597199
1004,0.0204,2.40534,-0.0597199
1005,0.0205,2.40534,-0.0597199
1006,0.0206,2.40534,-0.0597199
1007,0.0207,2.40534,-0.0597199
1008,0.0208,2.40534,-0.0597199
1009,0.0209,2.40534,-0.0597199
1010,0.021,2.40534,-0.0597199
1011,0.0211,2.40534,-0.0597199
1012,0.0212,2.40534,-0.0597199
1013,0.0213,2.40534,-0.0597199
1014,0.0214,2.40534,-0.0597199
1015,0.0215,2.40534,-0.0597199
1016,0.0216,2.40534,-0.0597199
1017,0.0217,2.40534,-0.0597199
1018,0.0218,2.40534,-0.0597199
1019,0.0219,2.40534,-0.0597199
1020,0.022,2.40534,-0.0597199
1021,0.0221,2.40534,-0.0597199
1022,0.0222,2.40534,-0.0597199
1023,0.0223,2.40534,-0.0597199
1024,0.0224,2.40534,-0.0597199
1025,0.0225,2.40534,-0.0597199
1026,0.0226,2.40534,-0.0597199
1027,0.0227,2.40534,-0.0597199
1028,0.0228,2.40534,-0.0597199
1029,0.0229,2.40534,-0.0597199
1030,0.023,2.40534,-0.0597199
1031,0.0231,2.40534,-0.0597199
1032,0.0232,2.40534,-0.0597199
1033,0.0233,2.40534,-0.0597199
1034,0.0234,2.40534,-0.0597199
1035,0.0235,2.40534,-0.0597199
1036,0.0236,2.40534,-0.0597199
1037,0.0237,2.40534,-0.0597199
1038,0.0238,2.40534,-0.0597199
1039,0.0239,2.40534,-0.0597199
1040,0.024,2.40534,-0.0597199
1041,0.0241,2.40534,-0.0597199
1042,0.0242,2.40534,-0.0597199
1043,0.0243,2.40534,-0.0597199
1044,0.0244,2.40534,-0.0597199
1045,0.0245,2.40534,-0.0597199
1046,0.0246,2.40534,-0.0597199
1047,0.0247,2.40534,-0.0597199
1048,0.0248,2.40534,-0.0597199
1049,0.0249,2.40534,-0.0597199
1050,0.025,2.40534,-0.0597199
1051,0.0251,2.35305,-0.0771499
1052,0.0252,1.18524,-1.2101
1053,0.0253,-2.87595,-3.58057
1054,0.0254,-2.54478,-1.94216
1055,0.0255,-2.56221,-1.2101
1056,0.0256,-2.56221,-0.722059
1057,0.0257,-2.56221,-0.460609
1058,0.0258,-2.56221,-0.321169
1059,0.0259,-2.56221,-0.19916
1060,0.026,-2.56221,-0.14687
1061,0.0261,-2.56221,-0.11201
1062,0.0262,-2.56221,-0.0945798
1063,0.0263,-2.56221,-0.0597199
1064,0.0264,-2.56221,-0.0597199
1065,0.0265,-2.56221,-0.0597199
1066,0.0266,-2.56221,-0.0597199
1067,0.0267,-2.56221,-0.0597199
1068,0.0268,-2.56221,-0.0597199
1069,0.0269,-2.56221,-0.0597199
1070,0.027,-2.56221,-0.0597199
1071,0.0271,-2.56221,-0.0597199
1072,0.0272,-2.56221,-0.0597199
1073,0.0273,-2.56221,-0.0597199
1074,0.0274,-2.56221,-0.0597199
1075,0.0275,-2.56221,-0.0597199
1076,0.0276,-2.56221,-0.0597199
1077,0.0277,-2.56221,-0.0597199
1078,0.0278,-2.56221,-0.0597199
1079,0.0279,-2.56221,-0.0597199
1080,0.028,-2.56221,-0.0597199
1081,0.0281,-2.56221,-0.0597199
1082,0.0282,-2.57964,-0.0597199
1083,0.0283,-2.57964,-0.0597199
1084,0.0284,-2.56221,-0.0597199
1085,0.0285,-2.59707,-0.0597199
1086,0.0286,-2.56221,-0.0597199
1087,0.0287,-2.56221,-0.0597199
1088,0.0288,-2.56221,-0.0597199
1089,0.0289,-2.56221,-0.0597199
1090,0.029,-2.56221,-0.0597199
1091,0.0291,-2.56221,-0.0597199
1092,0.0292,-2.59707,-0.0597199
1093,0.0293,-2.57964,-0.0597199
1094,0.0294,-2.57964,-0.0597199
1095,0.0295,-2.57964,-0.0597199
1096,0.0296,-2.57964,-0.0597199
1097,0.0297,-2.57964,-0.0597199
1098,0.0298,-2.57964,-0.0597199
1099,0.0299,-2.57964,-0.0597199
1100,0.03,-2.57964,-0.0597199
1101,0.0301,-2.57964,-0.0597199
1102,0.0302,-2.57964,-0.0597199
1103,0.0303,-2.57964,-0.0597199
1104,0.0304,-2.57964,-0.0597199
1105,0.0305,-2.57964,-0.0597199
1106,0.0306,-2.57964,-0.0597199
1107,0.0307,-2.57964,-0.0597199
1108,0.0308,-2.57964,-0.0597199
1109,0.0309,-2.57964,-0.0597199
1110,0.031,-2.57964,-0.0597199
1111,0.0311,-2.57964,-0.0597199
1112,0.0312,-2.57964,-0.0597199
1113,0.0313,-2.57964,-0.0597199
1114,0.0314,-2.57964,-0.0597199
1115,0.0315,-2.57964,-0.0597199
1116,0.0316,-2.57964,-0.0597199
1117,0.0317,-2.57964,-0.0597199
1118,0.0318,-2.57964,-0.0597199
1119,0.0319,-2.57964,-0.0597199
1120,0.032,-2.57964,-0.0597199
1121,0.0321,-2.57964,-0.0597199
1122,0.0322,-2.57964,-0.0597199
1123,0.0323,-2.57964,-0.0597199
1124,0.0324,-2.57964,-0.0597199
1125,0.0325,-2.57964,-0.0597199
1126,0.0326,-2.57964,-0.0597199
1127,0.0327,-2.57964,-0.0597199
1128,0.0328,-2.57964,-0.0597199
1129,0.0329,-2.57964,-0.0597199
1130,0.033,-2.57964,-0.0597199
1131,0.0331,-2.57964,-0.0597199
1132,0.0332,-2.57964,-0.0597199
1133,0.0333,-2.57964,-0.0597199
1134,0.0334,-2.57964,-0.0597199
1135,0.0335,-2.57964,-0.0597199
1136,0.0336,-2.57964,-0.0597199
1137,0.0337,-2.57964,-0.0597199
1138,0.0338,-2.57964,-0.0597199
1139,0.0339,-2.57964,-0.0597199
1140,0.034,-2.57964,-0.0597199
1141,0.0341,-2.57964,-0.0597199
1142,0.0342,-2.57964,-0.0597199
1143,0.0343,-2.57964,-0.0597199
1144,0.0344,-2.57964,-0.0597199
1145,0.0345,-2.57964,-0.0597199
1146,0.0346,-2.57964,-0.0597199
1147,0.0347,-2.57964,-0.0597199
1148,0.0348,-2.57964,-0.0597199
1149,0.0349,-2.57964,-0.0597199
1150,0.035,-2.57964,-0.0597199
1151,0.0351,-2.57964,-0.0597199
1152,0.0352,-2.57964,-0.0597199
1153,0.0353,-2.57964,-0.0597199
1154,0.0354,-2.57964,-0.0597199
1155,0.0355,-2.57964,-0.0597199
1156,0.0356,-2.57964,-0.0597199
1157,0.0357,-2.57964,-0.0597199
1158,0.0358,-2.57964,-0.0597199
1159,0.0359,-2.57964,-0.0597199
1160,0.036,-2.57964,-0.0597199
1161,0.0361,-2.57964,-0.0597199
1162,0.0362,-2.57964,-0.0597199
1163,0.0363,-2.57964,-0.0597199
1164,0.0364,-2.57964,-0.0597199
1165,0.0365,-2.57964,-0.0597199
1166,0.0366,-2.57964,-0.0597199
1167,0.0367,-2.57964,-0.0597199
1168,0.0368,-2.57964,-0.0597199
1169,0.0369,-2.57964,-0.0597199
1170,0.037,-2.57964,-0.0597199
1171,0.0371,-2.57964,-0.0597199
1172,0.0372,-2.57964,-0.0597199
1173,0.0373,-2.57964,-0.0597199
1174,0.0374,-2.57964,-0.0597199
1175,0.0375,-2.57964,-0.0597199
1176,0.0376,-2.57964,-0.0597199
1177,0.0377,-2.57964,-0.0597199
1178,0.0378,-2.57964,-0.0597199
1179,0.0379,-2.57964,-0.0597199
1180,0.038,-2.57964,-0.0597199
1181,0.0381,-2.57964,-0.0597199
1182,0.0382,-2.57964,-0.0597199
1183,0.0383,-2.57964,-0.0597199
1184,0.0384,-2.57964,-0.0597199
1185,0.0385,-2.57964,-0.0597199
1186,0.0386,-2.57964,-0.0597199
1187,0.0387,-2.57964,-0.0597199
1188,0.0388,-2.57964,-0.0597199
1189,0.0389,-2.57964,-0.0597199
1190,0.039,-2.57964,-0.0597199
1191,0.0391,-2.57964,-0.0597199
1192,0.0392,-2.57964,-0.0597199
1193,0.0393,-2.57964,-0.0597199
1194,0.0394,-2.57964,-0.0597199
1195,0.0395,-2.57964,-0.0597199
1196,0.0396,-2.57964,-0.0597199
1197,0.0397,-2.57964,-0.0597199
1198,0.0398,-2.57964,-0.0597199
1199,0.0399,-2.57964,-0.0597199
1200,0.04,-2.57964,-0.0597199
1201,0.0401,-2.57964,-0.0597199
1202,0.0402,-2.57964,-0.0597199
1203,0.0403,-2.57964,-0.0597199
1204,0.0404,-2.57964,-0.0597199
1205,0.0405,-2.57964,-0.0597199
1206,0.0406,-2.57964,-0.0597199
1207,0.0407,-2.57964,-0.0597199
1208,0.0408,-2.57964,-0.0597199
1209,0.0409,-2.57964,-0.0597199
1210,0.041,-2.57964,-0.0597199
1211,0.0411,-2.57964,-0.0597199
1212,0.0412,-2.57964,-0.0597199
1213,0.0413,-2.57964,-0.0597199
1214,0.0414,-2.57964,-0.0597199
1215,0.0415,-2.57964,-0.0597199
1216,0.0416,-2.57964,-0.0597199
1217,0.0417,-2.57964,-0.0597199
1218,0.0418,-2.57964,-0.0597199
1219,0.0419,-2.57964,-0.0597199
1220,0.042,-2.57964,-0.0597199
1221,0.0421,-2.57964,-0.0597199
1222,0.0422,-2.57964,-0.0597199
1223,0.0423,-2.57964,-0.0597199
1224,0.0424,-2.57964,-0.0597199
1225,0.0425,-2.57964,-0.0597199
1226,0.0426,-2.57964,-0.0597199
1227,0.0427,-2.57964,-0.0597199
1228,0.0428,-2.57964,-0.0597199
1229,0.0429,-2.57964,-0.0597199
1230,0.043,-2.57964,-0.0597199
1231,0.0431,-2.57964,-0.0597199
1232,0.0432,-2.57964,-0.0597199
1233,0.0433,-2.57964,-0.0597199
1234,0.0434,-2.57964,-0.0597199
1235,0.0435,-2.57964,-0.0597199
1236,0.0436,-2.57964,-0.0597199
1237,0.0437,-2.57964,-0.0597199
1238,0.0438,-2.57964,-0.0597199
1239,0.0439,-2.57964,-0.0597199
1240,0.044,-2.57964,-0.0597199
1241,0.0441,-2.57964,-0.0597199
1242,0.0442,-2.57964,-0.0597199
1243,0.0443,-2.57964,-0.0597199
1244,0.0444,-2.57964,-0.0597199
1245,0.0445,-2.57964,-0.0597199
1246,0.0446,-2.57964,-0.0597199
1247,0.0447,-2.57964,-0.0597199
1248,0.0448,-2.57964,-0.0597199
1249,0.0449,-2.57964,-0.0597199
1250,0.045,-2.57964,-0.0597199
1251,0.0451,-2.57964,-0.0597199
1252,0.0452,-2.57964,-0.0597199
1253,0.0453,-2.57964,-0.0597199
1254,0.0454,-2.57964,-0.0597199
1255,0.0455,-2.57964,-0.0597199
1256,0.0456,-2.57964,-0.0597199
1257,0.0457,-2.57964,-0.0597199
1258,0.0458,-2.57964,-0.0597199
1259,0.0459,-2.57964,-0.0597199
1260,0.046,-2.57964,-0.0597199
1261,0.0461,-2.57964,-0.0597199
1262,0.0462,-2.57964,-0.0597199
1263,0.0463,-2.57964,-0.0597199
1264,0.0464,-2.57964,-0.0597199
1265,0.0465,-2.57964,-0.0597199
1266,0.0466,-2.57964,-0.0597199
1267,0.0467,-2.57964,-0.0597199
1268,0.0468,-2.57964,-0.0597199
1269,0.0469,-2.57964,-0.0597199
1270,0.047,-2.57964,-0.0597199
1271,0.0471,-2.57964,-0.0597199
1272,0.0472,-2.57964,-0.0597199
1273,0.0473,-2.57964,-0.0597199
1274,0.0474,-2.57964,-0.0597199
1275,0.0475,-2.57964,-0.0597199
1276,0.0476,-2.57964,-0.0597199
1277,0.0477,-2.57964,-0.0597199
1278,0.0478,-2.57964,-0.0597199
1279,0.0479,-2.57964,-0.0597199
1280,0.048,-2.57964,-0.0597199
1281,0.0481,-2.57964,-0.0597199
1282,0.0482,-2.57964,-0.0597199
1283,0.0483,-2.57964,-0.0597199
1284,0.0484,-2.57964,-0.0597199
1285,0.0485,-2.57964,-0.0597199
1286,0.0486,-2.57964,-0.0597199
1287,0.0487,-2.57964,-0.0597199
1288,0.0488,-2.57964,-0.0597199
1289,0.0489,-2.57964,-0.0597199
1290,0.049,-2.57964,-0.0597199
1291,0.0491,-2.57964,-0.0597199
1292,0.0492,-2.57964,-0.0597199
1293,0.0493,-2.57964,-0.0597199
1294,0.0494,-2.57964,-0.0597199
1295,0.0495,-2.57964,-0.0597199
1296,0.0496,-2.57964,-0.0597199
1297,0.0497,-2.57964,-0.0597199
1298,0.0498,-2.57964,-0.0597199
1299,0.0499,-2.57964,-0.0597199
1300,0.05,-2.57964,-0.0422899
1301,0.0501,-2.52735,-0.0248599
1302,0.0502,-1.34211,1.14295
1303,0.0503,2.71908,3.47856
1304,0.0504,2.37048,1.85758
1305,0.0505,2.38791,1.12552
1306,0.0506,2.38791,0.654909
1307,0.0507,2.38791,0.393459
1308,0.0508,2.38791,0.21916
1309,0.0509,2.38791,0.11458
1310,0.051,2.38791,0.0622899
1311,0.0511,2.38791,0.0448599
1312,0.0512,2.38791,0.01
1313,0.0513,2.38791,0.01
1314,0.0514,2.38791,-0.0422899
1315,0.0515,2.38791,-0.0422899
1316,0.0516,2.38791,-0.0422899
1317,0.0517,2.38791,-0.0422899
1318,0.0518,2.38791,-0.0422899
1319,0.0519,2.38791,-0.0422899
1320,0.052,2.38791,-0.0597199
1321,0.0521,2.38791,-0.0597199
1322,0.0522,2.38791,-0.0597199
1323,0.0523,2.38791,-0.0597199
1324,0.0524,2.38791,-0.0597199
1325,0.0525,2.38791,-0.0597199
1326,0.0526,2.38791,-0.0597199
1327,0.0527,2.38791,-0.0597199
1328,0.0528,2.38791,-0.0597199
1329,0.0529,2.38791,-0.0597199
1330,0.053,2.38791,-0.0597199
1331,0.0531,2.38791,-0.0597199
1332,0.0532,2.38791,-0.0597199
1333,0.0533,2.38791,-0.0597199
1334,0.0534,2.38791,-0.0597199
1335,0.0535,2.38791,-0.0597199
1336,0.0536,2.38791,-0.0597199
1337,0.0537,2.38791,-0.0597199
1338,0.0538,2.40534,-0.0597199
1339,0.0539,2.40534,-0.0597199
1340,0.054,2.40534,-0.0597199
1341,0.0541,2.40534,-0.0597199
1342,0.0542,2.40534,-0.0597199
1343,0.0543,2.40534,-0.0597199
1344,0.0544,2.40534,-0.0597199
1345,0.0545,2.40534,-0.0597199
1346,0.0546,2.40534,-0.0597199
1347,0.0547,2.40534,-0.0597199
